unq:!name@System.system_id,unq:name@Station.station_id,unq:name@Ship.ship_id,modified
'DJENDELIS','Atwater Enterprise','Dropship','2015-03-04 19:50:35'
'DJENDELIS','Atwater Enterprise','Eagle','2015-03-04 19:50:35'
'DJENDELIS','Atwater Enterprise','Hauler','2015-03-04 19:50:35'
'DJENDELIS','Atwater Enterprise','Sidewinder','2015-03-04 19:50:35'
'DJENDELIS','Atwater Enterprise','Type 6','2015-03-04 19:50:35'
'DJENDELIS','Atwater Enterprise','Type 7','2015-03-04 19:50:35'
'DJENDELIS','Atwater Enterprise','Type 9','2015-03-04 19:50:35'
'DJENDELIS','Atwater Enterprise','Viper','2015-03-04 19:50:35'
'ERAVATE','Ackerman Market','Eagle','2015-03-04 19:50:35'
'ERAVATE','Ackerman Market','Hauler','2015-03-04 19:50:35'
'ERAVATE','Ackerman Market','Sidewinder','2015-03-04 19:50:35'
'ERAVATE','Ackerman Market','Type 6','2015-03-04 19:50:35'
'ERAVATE','Cleve Hub','Cobra','2015-03-04 19:50:35'
'ERAVATE','Cleve Hub','Eagle','2015-03-04 19:50:35'
'ERAVATE','Cleve Hub','Hauler','2015-03-04 19:50:35'
'ERAVATE','Cleve Hub','Sidewinder','2015-03-04 19:50:35'
'ERAVATE','Cleve Hub','Type 6','2015-03-04 19:50:35'
'ERAVATE','Russell Ring','Cobra','2015-03-04 19:50:35'
'ERAVATE','Russell Ring','Eagle','2015-03-04 19:50:35'
'ERAVATE','Russell Ring','Hauler','2015-03-04 19:50:35'
'ERAVATE','Russell Ring','Sidewinder','2015-03-04 19:50:35'
'ERAVATE','Russell Ring','Type 6','2015-03-04 19:50:35'
'ETA DRACONIS','Alvares Terminal','Adder','2015-03-04 19:50:35'
'ETA DRACONIS','Alvares Terminal','Eagle','2015-03-04 19:50:35'
'ETA DRACONIS','Alvares Terminal','Hauler','2015-03-04 19:50:35'
'ETA DRACONIS','Alvares Terminal','Sidewinder','2015-03-04 19:50:35'
'ETA DRACONIS','Alvares Terminal','Viper','2015-03-04 19:50:35'
'ETA DRACONIS','Fisk Port','Adder','2015-03-04 19:50:35'
'ETA DRACONIS','Fisk Port','Eagle','2015-03-04 19:50:35'
'ETA DRACONIS','Fisk Port','Hauler','2015-03-04 19:50:35'
'ETA DRACONIS','Fisk Port','Sidewinder','2015-03-04 19:50:35'
'ETA DRACONIS','Fisk Port','Viper','2015-03-04 19:50:35'
'ETA DRACONIS','Swift Terminal','Asp','2015-03-04 19:50:35'
'ETA DRACONIS','Swift Terminal','Cobra','2015-03-04 19:50:35'
'ETA DRACONIS','Swift Terminal','Sidewinder','2015-03-04 19:50:35'
'ETA DRACONIS','Swift Terminal','Type 6','2015-03-04 19:50:35'
'ETA DRACONIS','Swift Terminal','Type 9','2015-03-04 19:50:35'
'FACECE','Simpson Depot','Asp','2015-03-12 13:13:42'
'FACECE','Simpson Depot','Cobra','2015-03-12 13:13:43'
'FACECE','Simpson Depot','Eagle','2015-03-12 13:13:43'
'FACECE','Simpson Depot','Fer-de-Lance','2015-03-12 13:13:43'
'FACECE','Simpson Depot','Sidewinder','2015-03-12 13:13:43'
'FACECE','Simpson Depot','Type 7','2015-03-12 13:13:43'
'FACECE','Simpson Depot','Viper','2015-03-12 13:13:42'
'FK5 2550','Julian Gateway','Asp','2015-03-04 19:50:35'
'FK5 2550','Julian Gateway','Dropship','2015-03-04 19:50:35'
'FK5 2550','Julian Gateway','Hauler','2015-03-04 19:50:35'
'FK5 2550','Julian Gateway','Sidewinder','2015-03-04 19:50:35'
'FK5 2550','Julian Gateway','Type 7','2015-03-04 19:50:35'
'FK5 2550','Julian Gateway','Type 9','2015-03-04 19:50:35'
'FK5 2550','Samokutyayev Dock','Cobra','2015-03-04 19:50:35'
'FK5 2550','Samokutyayev Dock','Dropship','2015-03-04 19:50:35'
'FK5 2550','Samokutyayev Dock','Hauler','2015-03-04 19:50:35'
'FK5 2550','Samokutyayev Dock','Python','2015-03-04 19:50:35'
'FK5 2550','Samokutyayev Dock','Sidewinder','2015-03-04 19:50:35'
'FK5 2550','Samokutyayev Dock','Type 6','2015-03-04 19:50:35'
'FK5 2550','Samokutyayev Dock','Type 9','2015-03-04 19:50:35'
'FK5 2550','Samokutyayev Dock','Viper','2015-03-04 19:50:35'
'FK5 2550','Vela Ring','Asp','2015-03-04 19:50:35'
'FK5 2550','Vela Ring','Dropship','2015-03-04 19:50:35'
'FK5 2550','Vela Ring','Hauler','2015-03-04 19:50:35'
'FK5 2550','Vela Ring','Sidewinder','2015-03-04 19:50:35'
'FK5 2550','Vela Ring','Type 7','2015-03-04 19:50:35'
'FK5 2550','Vela Ring','Type 9','2015-03-04 19:50:35'
'FK5 2550','Wundt Gateway','Adder','2015-03-04 19:50:35'
'FK5 2550','Wundt Gateway','Anaconda','2015-03-04 19:50:35'
'FK5 2550','Wundt Gateway','Asp','2015-03-04 19:50:35'
'FK5 2550','Wundt Gateway','Dropship','2015-03-04 19:50:35'
'FK5 2550','Wundt Gateway','Eagle','2015-03-04 19:50:35'
'FK5 2550','Wundt Gateway','Sidewinder','2015-03-04 19:50:35'
'FK5 2550','Wundt Gateway','Type 7','2015-03-04 19:50:35'
'FK5 2550','Wundt Gateway','Viper','2015-03-04 19:50:35'
'FUELUM','Wollheim Vision','Adder','2015-03-03 01:00:00'
'FUELUM','Wollheim Vision','Anaconda','2015-03-03 01:00:00'
'FUELUM','Wollheim Vision','Asp','2015-03-03 01:00:00'
'FUELUM','Wollheim Vision','Cobra','2015-03-03 01:00:00'
'FUELUM','Wollheim Vision','Dropship','2015-03-03 01:00:00'
'FUELUM','Wollheim Vision','Eagle','2015-03-03 01:00:00'
'FUELUM','Wollheim Vision','Sidewinder','2015-03-03 01:00:00'
'FUELUM','Wollheim Vision','Type 6','2015-03-03 01:00:00'
'FUELUM','Wollheim Vision','Type 7','2015-03-03 01:00:00'
'G 175-42','Werber Platform','Adder','2015-03-04 19:50:35'
'G 175-42','Werber Platform','Cobra','2015-03-04 19:50:35'
'G 175-42','Werber Platform','Eagle','2015-03-04 19:50:35'
'G 175-42','Werber Platform','Hauler','2015-03-04 19:50:35'
'G 175-42','Werber Platform','Sidewinder','2015-03-04 19:50:35'
'G 175-42','Werber Platform','Type 6','2015-03-04 19:50:35'
'G 175-42','Werber Platform','Type 7','2015-03-04 19:50:35'
'G 240-11','Meredith Gateway','Cobra','2015-03-04 22:57:36'
'G 240-11','Meredith Gateway','Eagle','2015-03-04 22:57:36'
'G 240-11','Meredith Gateway','Hauler','2015-03-04 22:57:36'
'G 240-11','Meredith Gateway','Sidewinder','2015-03-04 22:57:36'
'G 240-11','Meredith Gateway','Type 6','2015-03-04 22:57:36'
'G 240-11','Meredith Gateway','Viper','2015-03-04 22:57:36'
'G 240-11','Walker Hub','Adder','2015-03-04 22:47:14'
'G 240-11','Walker Hub','Cobra','2015-03-04 22:47:14'
'G 240-11','Walker Hub','Hauler','2015-03-04 22:47:14'
'G 240-11','Walker Hub','Python','2015-03-04 22:47:14'
'G 240-11','Walker Hub','Sidewinder','2015-03-04 22:47:14'
'G 240-11','Walker Hub','Type 6','2015-03-04 22:47:14'
'G 240-11','Walker Hub','Type 9','2015-03-04 22:47:14'
'G 240-11','Walker Hub','Viper','2015-03-04 22:47:14'
'GD 140','Liwei Terminal','Adder','2015-03-04 19:50:35'
'GD 140','Liwei Terminal','Anaconda','2015-03-04 19:50:35'
'GD 140','Liwei Terminal','Asp','2015-03-04 19:50:35'
'GD 140','Liwei Terminal','Cobra','2015-03-04 19:50:35'
'GD 140','Liwei Terminal','Dropship','2015-03-04 19:50:35'
'GD 140','Liwei Terminal','Eagle','2015-03-04 19:50:35'
'GD 140','Liwei Terminal','Hauler','2015-03-04 19:50:35'
'GD 140','Liwei Terminal','Orca','2015-03-04 19:50:35'
'GD 140','Liwei Terminal','Python','2015-03-04 19:50:35'
'GD 140','Liwei Terminal','Sidewinder','2015-03-04 19:50:35'
'GD 140','Liwei Terminal','Viper','2015-03-04 19:50:35'
'GONG GU','Kelly Dock','Adder','2015-03-04 19:50:35'
'GONG GU','Kelly Dock','Asp','2015-03-04 19:50:35'
'GONG GU','Kelly Dock','Cobra','2015-03-04 19:50:35'
'GONG GU','Kelly Dock','Dropship','2015-03-04 19:50:35'
'GONG GU','Kelly Dock','Eagle','2015-03-04 19:50:35'
'GONG GU','Kelly Dock','Hauler','2015-03-04 19:50:35'
'GONG GU','Kelly Dock','Python','2015-03-04 19:50:35'
'GONG GU','Kelly Dock','Sidewinder','2015-03-04 19:50:35'
'GONG GU','Kelly Dock','Type 6','2015-03-04 19:50:35'
'GONG GU','Kelly Dock','Type 7','2015-03-04 19:50:35'
'GONG GU','Kelly Dock','Type 9','2015-03-04 19:50:35'
'GONG GU','Kelly Dock','Viper','2015-03-04 19:50:35'
'HIP 43670','Shaara Gateway','Adder','2015-03-04 19:50:35'
'HIP 43670','Shaara Gateway','Cobra','2015-03-04 19:50:35'
'HIP 43670','Shaara Gateway','Hauler','2015-03-04 19:50:35'
'HIP 43670','Shaara Gateway','Python','2015-03-04 19:50:35'
'HIP 43670','Shaara Gateway','Sidewinder','2015-03-04 19:50:35'
'HIP 43670','Shaara Gateway','Type 6','2015-03-04 19:50:35'
'HIP 43670','Shaara Gateway','Type 9','2015-03-04 19:50:35'
'HIP 43670','Shaara Gateway','Viper','2015-03-04 19:50:35'
'HIP 87369','Carey Port','Adder','2015-03-04 19:50:35'
'HIP 87369','Carey Port','Asp','2015-03-04 19:50:35'
'HIP 87369','Carey Port','Cobra','2015-03-04 19:50:35'
'HIP 87369','Carey Port','Dropship','2015-03-04 19:50:35'
'HIP 87369','Carey Port','Eagle','2015-03-04 19:50:35'
'HIP 87369','Carey Port','Hauler','2015-03-04 19:50:35'
'HIP 87369','Carey Port','Sidewinder','2015-03-04 19:50:35'
'HIP 87369','Carey Port','Type 6','2015-03-04 19:50:35'
'HIP 87369','Carey Port','Type 7','2015-03-04 19:50:35'
'HIP 87369','Carey Port','Viper','2015-03-04 19:50:35'
'HR 5451','Fraser Station','Asp','2015-03-04 19:50:35'
'HR 5451','Fraser Station','Hauler','2015-03-04 19:50:35'
'HR 5451','Fraser Station','Sidewinder','2015-03-04 19:50:35'
'HR 5451','Fraser Station','Type 7','2015-03-04 19:50:35'
